date , open, high, low, close, volume, high%, low%, close%
893 2020-03-06 Fri , 10791000.0 , 10890000.0 , 10720000.0 , 10840000.0 , 2353.86089792 , 0.917% , -0.658% , 0.454%
894 2020-03-07 Sat , 10852000.0 , 10980000.0 , 10648000.0 , 10678000.0 , 2335.98366227 , 1.180% , -1.880% , -1.603%
895 2020-03-08 Sun , 10678000.0 , 10699000.0 , 9820000.0 , 9876000.0 , 5043.98089229 , 0.197% , -8.035% , -7.511%
896 2020-03-09 Mon , 9883000.0 , 10064000.0 , 9356000.0 , 9726000.0 , 7692.57580749 , 1.831% , -5.332% , -1.589%
897 2020-03-10 Tue , 9726000.0 , 9849000.0 , 9413000.0 , 9574000.0 , 4439.33233281 , 1.265% , -3.218% , -1.563%
898 2020-03-11 Wed , 9574000.0 , 9637000.0 , 9163000.0 , 9510000.0 , 4110.01716377 , 0.658% , -4.293% , -0.668%
899 2020-03-12 Thu , 9507000.0 , 9537000.0 , 5980000.0 , 6363000.0 , 29866.02509793 , 0.316% , -37.099% , -33.070%
900 2020-03-13 Fri , 6362000.0 , 7470000.0 , 5489000.0 , 7267000.0 , 50282.2630063 , 17.416% , -13.722% , 14.225%
901 2020-03-14 Sat , 7261000.0 , 7284000.0 , 6600000.0 , 6823000.0 , 12799.58220451 , 0.317% , -9.103% , -6.032%
902 2020-03-15 Sun , 6823000.0 , 7298000.0 , 6660000.0 , 6909000.0 , 10779.97008444 , 6.962% , -2.389% , 1.260%
903 2020-03-16 Mon , 6905000.0 , 6914000.0 , 6000000.0 , 6385000.0 , 19383.80784892 , 0.130% , -13.106% , -7.531%
904 2020-03-17 Tue , 6385000.0 , 6885000.0 , 6280000.0 , 6774000.0 , 14938.32946615 , 7.831% , -1.644% , 6.092%
905 2020-03-18 Wed , 6774000.0 , 6895000.0 , 6371000.0 , 6745000.0 , 13630.45744463 , 1.786% , -5.949% , -0.428%
906 2020-03-19 Thu , 6747000.0 , 8111000.0 , 6613000.0 , 7679000.0 , 22522.27502999 , 20.216% , -1.986% , 13.814%
907 2020-03-20 Fri , 7675000.0 , 8645000.0 , 7384000.0 , 7781000.0 , 24142.35878974 , 12.638% , -3.792% , 1.381%
908 2020-03-21 Sat , 7788000.0 , 8093000.0 , 7415000.0 , 7740000.0 , 11663.73945474 , 3.916% , -4.789% , -0.616%
909 2020-03-22 Sun , 7740000.0 , 7970000.0 , 7335000.0 , 7366000.0 , 8795.77503858 , 2.972% , -5.233% , -4.832%
910 2020-03-23 Mon , 7379000.0 , 8189000.0 , 7219000.0 , 8047000.0 , 16867.52953401 , 10.977% , -2.168% , 9.053%
911 2020-03-24 Tue , 8047000.0 , 8412000.0 , 7892000.0 , 8367000.0 , 15158.03958932 , 4.536% , -1.926% , 3.977%
912 2020-03-25 Wed , 8362000.0 , 8538000.0 , 8080000.0 , 8271000.0 , 12629.11800824 , 2.105% , -3.372% , -1.088%
913 2020-03-26 Thu , 8276000.0 , 8344000.0 , 8091000.0 , 8272000.0 , 6160.81327022 , 0.822% , -2.235% , -0.048%
914 2020-03-27 Fri , 8281000.0 , 8365000.0 , 7820000.0 , 7880000.0 , 6749.55305514 , 1.014% , -5.567% , -4.842%
915 2020-03-28 Sat , 7883000.0 , 7885000.0 , 7403000.0 , 7656000.0 , 7702.10233717 , 0.025% , -6.089% , -2.880%
916 2020-03-29 Sun , 7658000.0 , 7679000.0 , 7215000.0 , 7218000.0 , 4443.49787898 , 0.274% , -5.785% , -5.746%
917 2020-03-30 Mon , 7218000.0 , 8014000.0 , 7199000.0 , 7798000.0 , 9173.56085136 , 11.028% , -0.263% , 8.035%
918 2020-03-31 Tue , 7794000.0 , 7989000.0 , 7735000.0 , 7799000.0 , 6667.69225968 , 2.502% , -0.757% , 0.064%
919 2020-04-01 Wed , 7799000.0 , 8096000.0 , 7529000.0 , 8074000.0 , 6726.18023048 , 3.808% , -3.462% , 3.526%
920 2020-04-02 Thu , 8065000.0 , 8505000.0 , 7989000.0 , 8174000.0 , 12240.95376526 , 5.456% , -0.942% , 1.352%
921 2020-04-03 Fri , 8160000.0 , 8434000.0 , 8041000.0 , 8156000.0 , 7822.87703206 , 3.358% , -1.458% , -0.049%
922 2020-04-04 Sat , 8149000.0 , 8333000.0 , 8100000.0 , 8249000.0 , 3955.73334087 , 2.258% , -0.601% , 1.227%
923 2020-04-05 Sun , 8248000.0 , 8280000.0 , 8100000.0 , 8198000.0 , 2884.40931408 , 0.388% , -1.794% , -0.606%
924 2020-04-06 Mon , 8198000.0 , 8800000.0 , 8183000.0 , 8786000.0 , 8571.0711143 , 7.343% , -0.183% , 7.172%
925 2020-04-07 Tue , 8777000.0 , 8957000.0 , 8544000.0 , 8660000.0 , 8498.13271433 , 2.051% , -2.655% , -1.333%
926 2020-04-08 Wed , 8652000.0 , 8913000.0 , 8621000.0 , 8821000.0 , 5003.68118787 , 3.017% , -0.358% , 1.953%
927 2020-04-09 Thu , 8821000.0 , 8853000.0 , 8648000.0 , 8804000.0 , 4206.92418803 , 0.363% , -1.961% , -0.193%
928 2020-04-10 Fri , 8803000.0 , 8825000.0 , 8241000.0 , 8414000.0 , 6529.56215242 , 0.250% , -6.384% , -4.419%
929 2020-04-11 Sat , 8413000.0 , 8535000.0 , 8318000.0 , 8463000.0 , 2654.49523735 , 1.450% , -1.129% , 0.594%
930 2020-04-12 Sun , 8463000.0 , 8752000.0 , 8341000.0 , 8470000.0 , 4191.06001998 , 3.415% , -1.442% , 0.083%
931 2020-04-13 Mon , 8464000.0 , 8472000.0 , 8162000.0 , 8379000.0 , 5377.6360057 , 0.095% , -3.568% , -1.004%
932 2020-04-14 Tue , 8379000.0 , 8456000.0 , 8272000.0 , 8378000.0 , 3625.16088474 , 0.919% , -1.277% , -0.012%
933 2020-04-15 Wed , 8375000.0 , 8415000.0 , 8089000.0 , 8108000.0 , 3098.61249041 , 0.478% , -3.415% , -3.188%
934 2020-04-16 Thu , 8107000.0 , 8621000.0 , 7929000.0 , 8562000.0 , 8091.89938013 , 6.340% , -2.196% , 5.612%
935 2020-04-17 Fri , 8557000.0 , 8611000.0 , 8480000.0 , 8519000.0 , 3897.44973793 , 0.631% , -0.900% , -0.444%
936 2020-04-18 Sat , 8519000.0 , 8752000.0 , 8510000.0 , 8712000.0 , 3336.68352877 , 2.735% , -0.106% , 2.266%
937 2020-04-19 Sun , 8712000.0 , 8734000.0 , 8546000.0 , 8660000.0 , 2777.53215337 , 0.253% , -1.905% , -0.597%
938 2020-04-20 Mon , 8660000.0 , 8720000.0 , 8366000.0 , 8387000.0 , 4451.04386799 , 0.693% , -3.395% , -3.152%
939 2020-04-21 Tue , 8387000.0 , 8498000.0 , 8300000.0 , 8407000.0 , 3426.08047539 , 1.323% , -1.037% , 0.238%
940 2020-04-22 Wed , 8407000.0 , 8675000.0 , 8384000.0 , 8636000.0 , 3244.89172282 , 3.188% , -0.274% , 2.724%
941 2020-04-23 Thu , 8640000.0 , 9167000.0 , 8567000.0 , 9057000.0 , 7418.27381504 , 6.100% , -0.845% , 4.826%
942 2020-04-24 Fri , 9052000.0 , 9231000.0 , 8985000.0 , 9100000.0 , 5226.5308807 , 1.977% , -0.740% , 0.530%
943 2020-04-25 Sat , 9100000.0 , 9280000.0 , 9060000.0 , 9164000.0 , 3113.15926538 , 1.978% , -0.440% , 0.703%
944 2020-04-26 Sun , 9155000.0 , 9377000.0 , 9149000.0 , 9376000.0 , 3784.44629212 , 2.425% , -0.066% , 2.414%
945 2020-04-27 Mon , 9376000.0 , 9495000.0 , 9313000.0 , 9490000.0 , 4609.29072228 , 1.269% , -0.672% , 1.216%
946 2020-04-28 Tue , 9490000.0 , 9497000.0 , 9339000.0 , 9410000.0 , 3693.3169669 , 0.074% , -1.591% , -0.843%
947 2020-04-29 Wed , 9410000.0 , 10681000.0 , 9376000.0 , 10530000.0 , 11013.08164828 , 13.507% , -0.361% , 11.902%
948 2020-04-30 Thu , 10530000.0 , 11435000.0 , 10279000.0 , 10477000.0 , 18049.43050523 , 8.594% , -2.384% , -0.503%
949 2020-05-01 Fri , 10477000.0 , 11049000.0 , 10458000.0 , 10773000.0 , 7311.8450116 , 5.460% , -0.181% , 2.825%
950 2020-05-02 Sat , 10773000.0 , 10938000.0 , 10640000.0 , 10882000.0 , 4199.29888037 , 1.532% , -1.235% , 1.012%
951 2020-05-03 Sun , 10881000.0 , 11125000.0 , 10696000.0 , 10887000.0 , 5450.49595586 , 2.242% , -1.700% , 0.055%
952 2020-05-04 Mon , 10882000.0 , 10955000.0 , 10451000.0 , 10850000.0 , 6138.50405855 , 0.671% , -3.961% , -0.294%
953 2020-05-05 Tue , 10837000.0 , 11020000.0 , 10740000.0 , 10972000.0 , 5217.54069649 , 1.689% , -0.895% , 1.246%
954 2020-05-06 Wed , 10967000.0 , 11445000.0 , 10879000.0 , 11269000.0 , 7257.03242322 , 4.359% , -0.802% , 2.754%
955 2020-05-07 Thu , 11269000.0 , 12062000.0 , 11128000.0 , 11998000.0 , 10671.04670395 , 7.037% , -1.251% , 6.469%
956 2020-05-08 Fri , 11988000.0 , 12163000.0 , 11810000.0 , 11881000.0 , 7019.78931565 , 1.460% , -1.485% , -0.893%
957 2020-05-09 Sat , 11881000.0 , 11950000.0 , 11477000.0 , 11550000.0 , 6605.95307729 , 0.581% , -3.400% , -2.786%
958 2020-05-10 Sun , 11553000.0 , 11600000.0 , 10220000.0 , 10671000.0 , 14835.99641846 , 0.407% , -11.538% , -7.634%
959 2020-05-11 Mon , 10672000.0 , 11248000.0 , 10121000.0 , 10448000.0 , 13828.24763273 , 5.397% , -5.163% , -2.099%
960 2020-05-12 Tue , 10441000.0 , 10866000.0 , 10400000.0 , 10677000.0 , 5819.8769528 , 4.070% , -0.393% , 2.260%
961 2020-05-13 Wed , 10680000.0 , 11347000.0 , 10660000.0 , 11268000.0 , 5944.67623229 , 6.245% , -0.187% , 5.506%
962 2020-05-14 Thu , 11265000.0 , 11945000.0 , 11215000.0 , 11776000.0 , 10116.56034255 , 6.036% , -0.444% , 4.536%
963 2020-05-15 Fri , 11777000.0 , 11839000.0 , 11229000.0 , 11314000.0 , 8174.219288 , 0.526% , -4.653% , -3.931%
964 2020-05-16 Sat , 11314000.0 , 11570000.0 , 11175000.0 , 11325000.0 , 4514.14006125 , 2.263% , -1.229% , 0.097%
965 2020-05-17 Sun , 11322000.0 , 11831000.0 , 11275000.0 , 11619000.0 , 5191.71177335 , 4.496% , -0.415% , 2.623%
966 2020-05-18 Mon , 11619000.0 , 11899000.0 , 11380000.0 , 11705000.0 , 6557.54613956 , 2.410% , -2.057% , 0.740%
967 2020-05-19 Tue , 11704000.0 , 11833000.0 , 11430000.0 , 11727000.0 , 6500.9196183 , 1.102% , -2.341% , 0.197%
968 2020-05-20 Wed , 11727000.0 , 11800000.0 , 11350000.0 , 11532000.0 , 5246.78872844 , 0.622% , -3.215% , -1.663%
969 2020-05-21 Thu , 11533000.0 , 11609000.0 , 10798000.0 , 11089000.0 , 7323.04594878 , 0.659% , -6.373% , -3.850%
970 2020-05-22 Fri , 11089000.0 , 11242000.0 , 10900000.0 , 11117000.0 , 4239.65573952 , 1.380% , -1.704% , 0.253%
971 2020-05-23 Sat , 11117000.0 , 11299000.0 , 11048000.0 , 11140000.0 , 2106.46390938 , 1.637% , -0.621% , 0.207%
972 2020-05-24 Sun , 11140000.0 , 11249000.0 , 10630000.0 , 10664000.0 , 3564.63324161 , 0.978% , -4.578% , -4.273%
973 2020-05-25 Mon , 10663000.0 , 10886000.0 , 10507000.0 , 10825000.0 , 4299.98228167 , 2.091% , -1.463% , 1.519%
974 2020-05-26 Tue , 10821000.0 , 10929000.0 , 10611000.0 , 10729000.0 , 3154.58974572 , 0.998% , -1.941% , -0.850%
975 2020-05-27 Wed , 10724000.0 , 11187000.0 , 10722000.0 , 11163000.0 , 4433.78330122 , 4.317% , -0.019% , 4.094%
976 2020-05-28 Thu , 11151000.0 , 11600000.0 , 11104000.0 , 11579000.0 , 4438.47314114 , 4.027% , -0.421% , 3.838%
977 2020-05-29 Fri , 11579000.0 , 11603000.0 , 11276000.0 , 11398000.0 , 2986.57917583 , 0.207% , -2.617% , -1.563%
978 2020-05-30 Sat , 11397000.0 , 11603000.0 , 11303000.0 , 11581000.0 , 3047.33666992 , 1.807% , -0.825% , 1.614%
979 2020-05-31 Sun , 11583000.0 , 11585000.0 , 11363000.0 , 11432000.0 , 2525.31346136 , 0.017% , -1.899% , -1.304%
980 2020-06-01 Mon , 11432000.0 , 12230000.0 , 11402000.0 , 12112000.0 , 6160.91557592 , 6.980% , -0.262% , 5.948%
981 2020-06-02 Tue , 12111000.0 , 12173000.0 , 11301000.0 , 11520000.0 , 8745.47328502 , 0.512% , -6.688% , -4.880%
982 2020-06-03 Wed , 11520000.0 , 11661000.0 , 11401000.0 , 11648000.0 , 3039.98605262 , 1.224% , -1.033% , 1.111%
983 2020-06-04 Thu , 11659000.0 , 11865000.0 , 11470000.0 , 11784000.0 , 4182.02295157 , 1.767% , -1.621% , 1.072%
984 2020-06-05 Fri , 11785000.0 , 11855000.0 , 11561000.0 , 11597000.0 , 2593.82582445 , 0.594% , -1.901% , -1.595%
985 2020-06-06 Sat , 11601000.0 , 11699000.0 , 11512000.0 , 11641000.0 , 1459.86807286 , 0.845% , -0.767% , 0.345%
986 2020-06-07 Sun , 11641000.0 , 11786000.0 , 11373000.0 , 11687000.0 , 2655.73231992 , 1.246% , -2.302% , 0.395%
987 2020-06-08 Mon , 11680000.0 , 11719000.0 , 11560000.0 , 11690000.0 , 1728.38288947 , 0.334% , -1.027% , 0.086%
988 2020-06-09 Tue , 11690000.0 , 11777000.0 , 11550000.0 , 11688000.0 , 2610.12478709 , 0.744% , -1.198% , -0.017%
989 2020-06-10 Wed , 11688000.0 , 11847000.0 , 11590000.0 , 11737000.0 , 2283.58557932 , 1.360% , -0.838% , 0.419%
990 2020-06-11 Thu , 11732000.0 , 11799000.0 , 11058000.0 , 11090000.0 , 4545.21507399 , 0.571% , -5.745% , -5.472%
991 2020-06-12 Fri , 11090000.0 , 11449000.0 , 11062000.0 , 11380000.0 , 2651.81738048 , 3.237% , -0.252% , 2.615%
992 2020-06-13 Sat , 11374000.0 , 11406000.0 , 11272000.0 , 11388000.0 , 1212.95040947 , 0.281% , -0.897% , 0.123%
993 2020-06-14 Sun , 11382000.0 , 11395000.0 , 11156000.0 , 11246000.0 , 1408.07350246 , 0.114% , -1.986% , -1.195%
994 2020-06-15 Mon , 11246000.0 , 11415000.0 , 10770000.0 , 11346000.0 , 4693.79393111 , 1.503% , -4.233% , 0.889%
995 2020-06-16 Tue , 11339000.0 , 11492000.0 , 11267000.0 , 11453000.0 , 3026.56824254 , 1.349% , -0.635% , 1.005%
996 2020-06-17 Wed , 11453000.0 , 11517000.0 , 11320000.0 , 11437000.0 , 2739.25545593 , 0.559% , -1.161% , -0.140%
997 2020-06-18 Thu , 11437000.0 , 11445000.0 , 11224000.0 , 11341000.0 , 2323.41197278 , 0.070% , -1.862% , -0.839%
998 2020-06-19 Fri , 11341000.0 , 11382000.0 , 11150000.0 , 11286000.0 , 2389.5177849 , 0.362% , -1.684% , -0.485%
999 2020-06-20 Sat , 11285000.0 , 11351000.0 , 11155000.0 , 11325000.0 , 1263.73290014 , 0.585% , -1.152% , 0.354%
1000 2020-06-21 Sun , 11317000.0 , 11355000.0 , 11225000.0 , 11238000.0 , 909.55526989 , 0.336% , -0.813% , -0.698%
1001 2020-06-22 Mon , 11235000.0 , 11675000.0 , 11232000.0 , 11593000.0 , 2696.34450507 , 3.916% , -0.027% , 3.186%
1002 2020-06-23 Tue , 11593000.0 , 11649000.0 , 11488000.0 , 11509000.0 , 2329.40394614 , 0.483% , -0.906% , -0.725%
1003 2020-06-24 Wed , 11506000.0 , 11553000.0 , 11110000.0 , 11233000.0 , 3231.00130679 , 0.408% , -3.442% , -2.373%
1004 2020-06-25 Thu , 11232000.0 , 11232000.0 , 10842000.0 , 11147000.0 , 2709.1098932 , 0.000% , -3.472% , -0.757%
1005 2020-06-26 Fri , 11151000.0 , 11185000.0 , 10901000.0 , 11045000.0 , 2087.94129459 , 0.305% , -2.242% , -0.951%
1006 2020-06-27 Sat , 11045000.0 , 11051000.0 , 10791000.0 , 10913000.0 , 1712.14624703 , 0.054% , -2.300% , -1.195%
1007 2020-06-28 Sun , 10913000.0 , 11163000.0 , 10756000.0 , 10970000.0 , 2015.60242521 , 2.291% , -1.439% , 0.522%
1008 2020-06-29 Mon , 10970000.0 , 11033000.0 , 10814000.0 , 10972000.0 , 1945.52309302 , 0.574% , -1.422% , 0.018%
1009 2020-06-30 Tue , 10980000.0 , 11004000.0 , 10882000.0 , 10903000.0 , 1491.98629021 , 0.219% , -0.893% , -0.701%
1010 2020-07-01 Wed , 10903000.0 , 11111000.0 , 10887000.0 , 11051000.0 , 1746.77991866 , 1.908% , -0.147% , 1.357%
1011 2020-07-02 Thu , 11041000.0 , 11077000.0 , 10772000.0 , 10888000.0 , 2255.06730644 , 0.326% , -2.436% , -1.386%
1012 2020-07-03 Fri , 10888000.0 , 10920000.0 , 10821000.0 , 10837000.0 , 1446.240884 , 0.294% , -0.615% , -0.468%
1013 2020-07-04 Sat , 10845000.0 , 10960000.0 , 10814000.0 , 10884000.0 , 1102.13769 , 1.060% , -0.286% , 0.360%
1014 2020-07-05 Sun , 10883000.0 , 10900000.0 , 10700000.0 , 10831000.0 , 1232.80955825 , 0.156% , -1.682% , -0.478%
1015 2020-07-06 Mon , 10831000.0 , 11102000.0 , 10796000.0 , 11065000.0 , 2834.35626338 , 2.502% , -0.323% , 2.160%
1016 2020-07-07 Tue , 11065000.0 , 11097000.0 , 10952000.0 , 10988000.0 , 1828.51713339 , 0.289% , -1.021% , -0.696%
1017 2020-07-08 Wed , 10988000.0 , 11208000.0 , 10968000.0 , 11138000.0 , 3274.76981902 , 2.002% , -0.182% , 1.365%
1018 2020-07-09 Thu , 11135000.0 , 11149000.0 , 10906000.0 , 10961000.0 , 2625.43221633 , 0.126% , -2.057% , -1.563%
1019 2020-07-10 Fri , 10961000.0 , 11062000.0 , 10880000.0 , 11043000.0 , 2044.03731083 , 0.921% , -0.739% , 0.748%
1020 2020-07-11 Sat , 11039000.0 , 11044000.0 , 10910000.0 , 10957000.0 , 1039.64848925 , 0.045% , -1.169% , -0.743%
1021 2020-07-12 Sun , 10968000.0 , 11061000.0 , 10915000.0 , 11036000.0 , 1317.60522056 , 0.848% , -0.483% , 0.620%
1022 2020-07-13 Mon , 11036000.0 , 11063000.0 , 10908000.0 , 11000000.0 , 2605.40348195 , 0.245% , -1.160% , -0.326%
1023 2020-07-14 Tue , 11011000.0 , 11040000.0 , 10925000.0 , 11010000.0 , 2495.54897178 , 0.263% , -0.781% , -0.009%
1024 2020-07-15 Wed , 11011000.0 , 11017000.0 , 10955000.0 , 10975000.0 , 1649.89414782 , 0.054% , -0.509% , -0.327%
1025 2020-07-16 Thu , 10975000.0 , 11003000.0 , 10835000.0 , 10934000.0 , 2068.3561921 , 0.255% , -1.276% , -0.374%
1026 2020-07-17 Fri , 10924000.0 , 10980000.0 , 10875000.0 , 10937000.0 , 1615.75315293 , 0.513% , -0.449% , 0.119%
1027 2020-07-18 Sat , 10949000.0 , 10990000.0 , 10894000.0 , 10905000.0 , 948.92757814 , 0.374% , -0.502% , -0.402%
1028 2020-07-19 Sun , 10908000.0 , 10971000.0 , 10869000.0 , 10943000.0 , 976.01326268 , 0.578% , -0.358% , 0.321%
1029 2020-07-20 Mon , 10943000.0 , 10981000.0 , 10908000.0 , 10950000.0 , 1677.88924309 , 0.347% , -0.320% , 0.064%
1030 2020-07-21 Tue , 10940000.0 , 11220000.0 , 10930000.0 , 11123000.0 , 3235.46831323 , 2.559% , -0.091% , 1.673%
1031 2020-07-22 Wed , 11117000.0 , 11280000.0 , 11066000.0 , 11269000.0 , 2474.64316687 , 1.466% , -0.459% , 1.367%
1032 2020-07-23 Thu , 11258000.0 , 11418000.0 , 11183000.0 , 11331000.0 , 3090.33493086 , 1.421% , -0.666% , 0.648%
1033 2020-07-24 Fri , 11322000.0 , 11438000.0 , 11238000.0 , 11346000.0 , 2160.08749256 , 1.025% , -0.742% , 0.212%
1034 2020-07-25 Sat , 11346000.0 , 11500000.0 , 11333000.0 , 11477000.0 , 1583.49670631 , 1.357% , -0.115% , 1.155%
1035 2020-07-26 Sun , 11477000.0 , 11909000.0 , 11416000.0 , 11715000.0 , 4143.37023378 , 3.764% , -0.531% , 2.074%
1036 2020-07-27 Mon , 11706000.0 , 13275000.0 , 11701000.0 , 12916000.0 , 10523.35454822 , 13.403% , -0.043% , 10.337%
1037 2020-07-28 Tue , 12914000.0 , 13202000.0 , 12515000.0 , 12772000.0 , 7553.15293197 , 2.230% , -3.090% , -1.100%
1038 2020-07-29 Wed , 12774000.0 , 13368000.0 , 12701000.0 , 13124000.0 , 5839.53216975 , 4.650% , -0.571% , 2.740%
1039 2020-07-30 Thu , 13123000.0 , 13170000.0 , 12800000.0 , 13098000.0 , 4755.53271504 , 0.358% , -2.461% , -0.191%
1040 2020-07-31 Fri , 13097000.0 , 13580000.0 , 12961000.0 , 13416000.0 , 4608.2997854 , 3.688% , -1.038% , 2.436%
1041 2020-08-01 Sat , 13404000.0 , 13969000.0 , 13271000.0 , 13922000.0 , 5463.18173849 , 4.215% , -0.992% , 3.865%
1042 2020-08-02 Sun , 13922000.0 , 14380000.0 , 12871000.0 , 13030000.0 , 10730.69157929 , 3.290% , -7.549% , -6.407%
1043 2020-08-03 Mon , 13030000.0 , 13573000.0 , 12945000.0 , 13272000.0 , 4402.74282417 , 4.167% , -0.652% , 1.857%
1044 2020-08-04 Tue , 13273000.0 , 13488000.0 , 13130000.0 , 13319000.0 , 4322.71665983 , 1.620% , -1.077% , 0.347%
1045 2020-08-05 Wed , 13322000.0 , 13881000.0 , 13229000.0 , 13843000.0 , 7147.3390046 , 4.196% , -0.698% , 3.911%
1046 2020-08-06 Thu , 13843000.0 , 14036000.0 , 13666000.0 , 13884000.0 , 5736.95470128 , 1.394% , -1.279% , 0.296%
1047 2020-08-07 Fri , 13883000.0 , 14064000.0 , 13551000.0 , 13777000.0 , 4462.32806533 , 1.304% , -2.391% , -0.764%
1048 2020-08-08 Sat , 13777000.0 , 13960000.0 , 13710000.0 , 13887000.0 , 2600.97888267 , 1.328% , -0.486% , 0.798%
1049 2020-08-09 Sun , 13884000.0 , 13905000.0 , 13652000.0 , 13820000.0 , 2856.75718036 , 0.151% , -1.671% , -0.461%
1050 2020-08-10 Mon , 13814000.0 , 14280000.0 , 13746000.0 , 13990000.0 , 6087.49693672 , 3.373% , -0.492% , 1.274%
1051 2020-08-11 Tue , 13994000.0 , 14042000.0 , 13337000.0 , 13619000.0 , 7038.42556936 , 0.343% , -4.695% , -2.680%
1052 2020-08-12 Wed , 13619000.0 , 13745000.0 , 13306000.0 , 13709000.0 , 4491.1064638 , 0.925% , -2.298% , 0.661%
1053 2020-08-13 Thu , 13708000.0 , 13890000.0 , 13398000.0 , 13810000.0 , 6509.12009099 , 1.328% , -2.261% , 0.744%
1054 2020-08-14 Fri , 13810000.0 , 13939000.0 , 13706000.0 , 13846000.0 , 5427.79561059 , 0.934% , -0.753% , 0.261%
1055 2020-08-15 Sat , 13845000.0 , 14051000.0 , 13796000.0 , 13878000.0 , 3784.70679521 , 1.488% , -0.354% , 0.238%
1056 2020-08-16 Sun , 13867000.0 , 13962000.0 , 13751000.0 , 13889000.0 , 2621.22026284 , 0.685% , -0.837% , 0.159%
1057 2020-08-17 Mon , 13889000.0 , 14382000.0 , 13809000.0 , 14204000.0 , 7068.79872423 , 3.550% , -0.576% , 2.268%
1058 2020-08-18 Tue , 14202000.0 , 14339000.0 , 13811000.0 , 14000000.0 , 5958.55361166 , 0.965% , -2.753% , -1.422%
1059 2020-08-19 Wed , 14002000.0 , 14084000.0 , 13666000.0 , 13878000.0 , 5471.16152561 , 0.586% , -2.400% , -0.886%
1060 2020-08-20 Thu , 13884000.0 , 14050000.0 , 13750000.0 , 13967000.0 , 3049.38761238 , 1.196% , -0.965% , 0.598%
1061 2020-08-21 Fri , 13951000.0 , 14012000.0 , 13761000.0 , 13781000.0 , 4571.55575689 , 0.437% , -1.362% , -1.219%
1062 2020-08-22 Sat , 13781000.0 , 13850000.0 , 13500000.0 , 13840000.0 , 3325.65334899 , 0.501% , -2.039% , 0.428%
1063 2020-08-23 Sun , 13850000.0 , 13856000.0 , 13700000.0 , 13802000.0 , 2120.58334002 , 0.043% , -1.083% , -0.347%
1064 2020-08-24 Mon , 13816000.0 , 13940000.0 , 13745000.0 , 13876000.0 , 3402.10119459 , 0.898% , -0.514% , 0.434%
1065 2020-08-25 Tue , 13876000.0 , 13884000.0 , 13341000.0 , 13476000.0 , 5630.21938515 , 0.058% , -3.856% , -2.883%
1066 2020-08-26 Wed , 13473000.0 , 13633000.0 , 13350000.0 , 13561000.0 , 7348.77505862 , 1.188% , -0.913% , 0.653%
1067 2020-08-27 Thu , 13561000.0 , 13675000.0 , 13245000.0 , 13401000.0 , 5462.36370808 , 0.841% , -2.330% , -1.180%
1068 2020-08-28 Fri , 13401000.0 , 13550000.0 , 13332000.0 , 13549000.0 , 3043.46766106 , 1.112% , -0.515% , 1.104%
1069 2020-08-29 Sat , 13546000.0 , 13568000.0 , 13416000.0 , 13470000.0 , 2279.26269577 , 0.162% , -0.960% , -0.561%
1070 2020-08-30 Sun , 13470000.0 , 13687000.0 , 13465000.0 , 13671000.0 , 2403.72039078 , 1.611% , -0.037% , 1.492%
1071 2020-08-31 Mon , 13671000.0 , 13840000.0 , 13580000.0 , 13739000.0 , 3166.15837477 , 1.236% , -0.666% , 0.497%
1072 2020-09-01 Tue , 13733000.0 , 14097000.0 , 13630000.0 , 13974000.0 , 4847.35215036 , 2.651% , -0.750% , 1.755%
1073 2020-09-02 Wed , 13972000.0 , 14010000.0 , 13282000.0 , 13571000.0 , 5822.80229095 , 0.272% , -4.938% , -2.870%
1074 2020-09-03 Thu , 13572000.0 , 13670000.0 , 12265000.0 , 12303000.0 , 7225.31854832 , 0.722% , -9.630% , -9.350%
1075 2020-09-04 Fri , 12301000.0 , 12773000.0 , 12160000.0 , 12636000.0 , 6538.45024846 , 3.837% , -1.146% , 2.723%
1076 2020-09-05 Sat , 12630000.0 , 12762000.0 , 12120000.0 , 12382000.0 , 4161.03925299 , 1.045% , -4.038% , -1.964%
1077 2020-09-06 Sun , 12383000.0 , 12493000.0 , 12123000.0 , 12353000.0 , 2820.7889017 , 0.888% , -2.100% , -0.242%
1078 2020-09-07 Mon , 12353000.0 , 12450000.0 , 11860000.0 , 12388000.0 , 3422.90378853 , 0.785% , -3.991% , 0.283%
1079 2020-09-08 Tue , 12388000.0 , 12448000.0 , 11900000.0 , 12131000.0 , 3338.50255302 , 0.484% , -3.939% , -2.075%
1080 2020-09-09 Wed , 12130000.0 , 12290000.0 , 11939000.0 , 12177000.0 , 2860.20370963 , 1.319% , -1.575% , 0.387%
1081 2020-09-10 Thu , 12189000.0 , 12435000.0 , 12050000.0 , 12328000.0 , 4150.91846302 , 2.018% , -1.140% , 1.140%
1082 2020-09-11 Fri , 12328000.0 , 12388000.0 , 12170000.0 , 12336000.0 , 2587.41812303 , 0.487% , -1.282% , 0.065%
1083 2020-09-12 Sat , 12336000.0 , 12455000.0 , 12228000.0 , 12379000.0 , 1692.15503798 , 0.965% , -0.875% , 0.349%
1084 2020-09-13 Sun , 12379000.0 , 12571000.0 , 12147000.0 , 12377000.0 , 2563.92519505 , 1.551% , -1.874% , -0.016%
1085 2020-09-14 Mon , 12377000.0 , 12736000.0 , 12285000.0 , 12659000.0 , 2810.17551441 , 2.901% , -0.743% , 2.278%
